bath,balcony,price,total_sqft_float,bhk,price_per_sqft
2.0,2.0,45.0,1100.0,2,4090.909090909091
1.0,1.0,34.0,755.0,2,4503.311258278146
2.0,1.0,40.0,1100.0,2,3636.3636363636365
2.0,1.0,54.5,1025.0,2,5317.073170731707
2.0,1.0,46.0,1070.0,2,4299.065420560748
2.0,1.0,38.0,1150.0,2,3304.3478260869565
2.0,2.0,45.0,1089.0,2,4132.231404958678
2.0,1.0,40.0,1110.0,2,3603.6036036036035
2.0,1.0,59.0,1200.0,2,4916.666666666667
2.0,1.0,55.0,1070.0,2,5140.186915887851
2.0,1.0,54.1,1025.0,2,5278.048780487805
2.0,2.0,41.0,1000.0,2,4100.0
2.0,1.0,59.32,1213.0,2,4890.35449299258
2.0,1.0,58.0,1125.0,2,5155.555555555556
2.0,2.0,35.03,1090.0,2,3213.761467889908
2.0,2.0,40.0,919.0,2,4352.557127312296
2.0,2.0,42.0,1156.0,2,3633.2179930795846
2.0,1.0,51.0,1060.0,2,4811.320754716981
2.0,1.0,49.0,1025.0,2,4780.487804878048
2.0,1.0,58.0,1070.0,2,5420.560747663551
2.0,1.0,54.0,1210.0,2,4462.809917355372
2.0,1.0,52.0,1070.0,2,4859.813084112149
2.0,2.0,34.0,919.0,2,3699.6735582154515
2.0,1.0,47.0,1070.0,2,4392.523364485981
2.0,2.0,65.0,1296.0,2,5015.432098765432
2.0,2.0,40.55,1096.0,2,3699.8175182481746
2.0,1.0,39.95,1110.0,2,3599.0990990990995
2.0,1.0,53.9,1025.0,2,5258.536585365854
2.0,1.0,67.0,1355.0,2,4944.649446494465
2.0,1.0,47.0,1175.0,2,4000.0
2.0,1.0,50.0,1039.0,2,4812.319538017325
1.0,1.0,39.9,770.0,2,5181.818181818182
2.0,2.0,35.0,919.0,2,3808.487486398259
2.0,1.0,53.0,1070.0,2,4953.271028037383
2.0,2.0,39.0,1096.0,2,3558.394160583942
2.0,1.0,38.0,1150.0,2,3304.3478260869565
2.0,1.0,72.9,1355.0,2,5380.073800738008
1.0,1.0,35.0,770.0,2,4545.454545454545
2.0,1.0,40.0,865.0,2,4624.277456647399
2.0,2.0,32.0,800.0,2,4000.0
2.0,2.0,34.0,970.0,2,3505.1546391752577
2.0,1.0,41.0,1100.0,2,3727.2727272727275
2.0,1.0,32.0,975.0,2,3282.051282051282
2.0,1.0,48.0,1070.0,2,4485.981308411215
2.0,1.0,40.0,890.0,2,4494.38202247191
2.0,1.0,35.0,825.0,2,4242.424242424242
2.0,2.0,40.5,1200.0,2,3375.0
2.0,1.0,50.0,1025.0,2,4878.048780487805
2.0,1.0,55.0,1070.0,2,5140.186915887851
2.0,1.0,72.0,1342.0,2,5365.126676602086
1.0,1.0,38.0,770.0,2,4935.064935064935
2.0,1.0,39.77,1005.0,2,3957.213930348259
2.0,1.0,39.9,1110.0,2,3594.5945945945946
2.0,1.0,62.0,1250.0,2,4960.0
2.0,1.0,55.0,1060.0,2,5188.679245283019
2.0,1.0,55.0,1060.0,2,5188.679245283019
2.0,1.0,57.0,1070.0,2,5327.102803738318
2.0,1.0,55.0,1210.0,2,4545.454545454545
2.0,1.0,42.0,1190.0,2,3529.4117647058824
2.0,1.0,38.08,1150.0,2,3311.304347826087
2.0,1.0,35.0,970.0,2,3608.2474226804125
2.0,1.0,48.0,995.0,2,4824.120603015075
2.0,1.0,30.0,825.0,2,3636.3636363636365
2.0,1.0,48.0,1070.0,2,4485.981308411215
2.0,1.0,54.0,1025.0,2,5268.292682926829
2.0,1.0,73.0,1355.0,2,5387.453874538745
2.0,1.0,52.0,1060.0,2,4905.66037735849
2.0,1.0,64.5,1500.0,3,4300.0
2.0,1.0,56.0,1350.0,3,4148.148148148148
3.0,2.0,95.0,1800.0,3,5277.777777777777
2.0,1.0,71.0,1360.0,3,5220.588235294118
3.0,2.0,62.0,1620.0,3,3827.1604938271603
2.0,1.0,75.0,1360.0,3,5514.705882352941
3.0,2.0,89.0,1571.0,3,5665.1814131126675
3.0,1.0,50.0,1111.0,3,4500.450045004501
2.0,1.0,72.0,1374.0,3,5240.174672489083
3.0,2.0,70.0,1652.0,3,4237.28813559322
3.0,2.0,58.0,1350.0,3,4296.2962962962965
3.0,2.0,75.0,1700.0,3,4411.764705882353
2.0,1.0,48.0,1400.0,3,3428.5714285714284
2.0,1.0,70.5,1360.0,3,5183.823529411765
2.0,2.0,55.0,1440.0,3,3819.4444444444443
2.0,2.0,44.0,1156.0,3,3806.2283737024222
3.0,0.0,45.03,1225.0,3,3675.918367346939
2.0,1.0,78.0,1500.0,3,5200.0
3.0,2.0,90.0,1575.0,3,5714.285714285715
2.0,1.0,78.25,1500.0,3,5216.666666666667
2.0,1.0,75.0,1500.0,3,5000.0
2.0,1.0,78.0,1500.0,3,5200.0
2.0,1.0,77.5,1500.0,3,5166.666666666667
3.0,2.0,80.0,1631.0,3,4904.9662783568365
2.0,1.0,63.0,1500.0,3,4200.0
3.0,2.0,83.0,1571.0,3,5283.259070655633
3.0,2.0,66.0,1350.0,3,4888.888888888889
2.0,1.0,39.0,1050.0,3,3714.285714285714
2.0,2.0,42.0,1160.0,3,3620.689655172414
2.0,1.0,70.0,1360.0,3,5147.058823529412
2.0,1.0,58.0,1360.0,3,4264.705882352941
2.0,2.0,42.0,1160.0,3,3620.689655172414
3.0,1.0,55.0,1287.0,3,4273.504273504273
3.0,1.0,70.0,1275.0,3,5490.196078431372
3.0,2.0,92.59,1644.0,3,5631.995133819952
3.0,3.0,63.43,1275.0,3,4974.901960784314
3.0,3.0,75.0,1518.0,3,4940.711462450593
3.0,2.0,90.0,1700.0,3,5294.117647058823
2.0,2.0,57.5,1521.0,3,3780.4076265614726
3.0,1.0,73.0,1500.0,3,4866.666666666667
2.0,1.0,70.0,1500.0,3,4666.666666666667
2.0,1.0,64.5,1500.0,3,4300.0
2.0,1.0,64.99,1360.0,3,4778.676470588234
4.0,0.0,120.0,2000.0,4,6000.0
4.0,3.0,119.0,2435.0,4,4887.063655030801
4.0,1.0,104.0,2093.0,4,4968.944099378882
3.0,2.0,50.0,1500.0,3,3333.3333333333335
1.0,1.0,28.35,630.0,1,4500.0
2.0,1.0,39.07,1056.0,2,3699.810606060606
2.0,1.0,30.6,1020.0,2,3000.0
2.0,2.0,45.0,1069.0,2,4209.541627689429
2.0,1.0,28.34,1090.0,2,2600.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,40.6,1003.0,2,4047.8564307078764
2.0,1.0,33.5,1160.0,2,2887.9310344827586
2.0,1.0,30.75,1065.0,2,2887.323943661972
2.0,1.0,28.88,1000.0,2,2888.0
2.0,2.0,32.5,900.0,2,3611.1111111111113
2.0,2.0,45.0,1070.0,2,4205.607476635514
2.0,1.0,33.06,1140.0,2,2900.0
2.0,0.0,32.67,1089.0,2,3000.0
2.0,1.0,33.5,1160.0,2,2887.9310344827586
2.0,2.0,37.0,1116.0,2,3315.4121863799282
2.0,1.0,29.25,1125.0,2,2600.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,30.29,1165.0,2,2600.0
2.0,1.0,30.88,1065.0,2,2899.5305164319248
2.0,2.0,26.0,920.0,2,2826.086956521739
2.0,1.0,33.84,1140.0,2,2968.421052631579
2.0,1.0,32.49,1125.0,2,2888.0
2.0,1.0,32.92,1140.0,2,2887.719298245614
2.0,2.0,40.0,1116.0,2,3584.2293906810037
2.0,2.0,32.0,1020.0,2,3137.2549019607845
2.0,1.0,27.43,1020.0,2,2689.2156862745096
2.0,1.0,26.65,1025.0,2,2600.0
2.0,1.0,29.45,1020.0,2,2887.2549019607845
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,32.49,1125.0,2,2888.0
2.0,1.0,34.65,1200.0,2,2887.5
2.0,1.0,52.2,1160.0,2,4500.0
2.0,1.0,55.0,1244.0,2,4421.221864951768
2.0,1.0,33.51,1160.0,2,2888.793103448276
2.0,1.0,40.0,972.0,2,4115.22633744856
2.0,1.0,33.51,1160.0,2,2888.793103448276
2.0,1.0,31.48,1090.0,2,2888.0733944954127
2.0,1.0,32.92,1140.0,2,2887.719298245614
2.0,1.0,33.5,1160.0,2,2887.9310344827586
2.0,1.0,29.6,1025.0,2,2887.8048780487807
2.0,1.0,22.8,829.0,2,2750.301568154403
2.0,1.0,32.63,1125.0,2,2900.444444444445
2.0,1.0,34.0,1140.0,2,2982.4561403508774
2.0,2.0,46.0,1135.0,2,4052.863436123348
2.0,1.0,33.64,1165.0,2,2887.5536480686696
2.0,1.0,30.76,1065.0,2,2888.262910798122
2.0,1.0,30.75,1065.0,2,2887.323943661972
2.0,1.0,33.06,1140.0,2,2900.0
2.0,1.0,26.5,911.0,2,2908.8913282107574
2.0,1.0,34.65,1200.0,2,2887.5
2.0,1.0,35.23,1220.0,3,2887.7049180327863
2.0,1.0,40.43,1400.0,3,2887.8571428571427
2.0,1.0,38.13,1320.0,3,2888.636363636364
3.0,1.0,35.23,1220.0,3,2887.7049180327863
2.0,2.0,40.43,1400.0,3,2887.8571428571427
2.0,1.0,38.12,1320.0,3,2887.8787878787875
2.0,2.0,41.58,1400.0,3,2970.0
2.0,2.0,40.43,1400.0,3,2887.8571428571427
2.0,2.0,41.0,1329.0,3,3085.0263355906695
3.0,1.0,35.23,1220.0,3,2887.7049180327863
3.0,2.0,52.47,1418.0,3,3700.2820874471086
2.0,1.0,37.83,1310.0,3,2887.7862595419847
2.0,2.0,40.44,1400.0,3,2888.5714285714284
2.0,2.0,48.33,1611.0,3,3000.0
3.0,1.0,36.6,1220.0,3,3000.0
2.0,1.0,38.13,1320.0,3,2888.636363636364
2.0,2.0,37.83,1310.0,3,2887.7862595419847
2.0,1.0,36.21,1220.0,3,2968.032786885246
3.0,3.0,46.0,1150.0,3,4000.0
2.0,3.0,47.0,1192.0,3,3942.953020134228
3.0,3.0,50.0,1502.0,3,3328.894806924101
2.0,1.0,37.84,1310.0,3,2888.549618320611
3.0,1.0,35.25,1220.0,3,2889.344262295082
2.0,2.0,48.75,1625.0,3,3000.0
2.0,2.0,40.45,1400.0,3,2889.2857142857147
2.0,1.0,38.12,1320.0,3,2887.8787878787875
2.0,1.0,37.84,1310.0,3,2888.549618320611
2.0,2.0,40.43,1400.0,3,2887.8571428571427
2.0,2.0,40.44,1400.0,3,2888.5714285714284
2.0,3.0,50.35,1336.0,3,3768.7125748502995
2.0,1.0,37.83,1310.0,3,2887.7862595419847
3.0,1.0,49.53,1651.0,3,3000.0
4.0,0.0,98.88,2225.0,4,4444.044943820225
4.0,0.0,105.0,2187.5,4,4800.0
2.0,1.0,33.0,950.0,2,3473.684210526316
2.0,1.0,39.0,1150.0,2,3391.304347826087
1.0,1.0,27.0,580.0,1,4655.172413793103
1.0,0.0,26.0,635.0,1,4094.488188976378
1.0,0.0,16.9,360.0,1,4694.444444444443
1.0,1.0,32.0,638.0,1,5015.673981191223
1.0,0.0,30.12,755.0,1,3989.4039735099336
2.0,2.0,53.0,1113.27,2,4760.74986301616
2.0,2.0,51.47,1175.0,2,4380.425531914893
2.0,1.0,52.0,1160.0,2,4482.758620689655
2.0,0.0,46.0,995.0,2,4623.115577889447
2.0,1.0,57.0,1175.0,2,4851.063829787234
2.0,2.0,49.0,940.0,2,5212.765957446809
2.0,2.0,67.0,1335.0,2,5018.7265917603
2.0,2.0,55.0,1113.12,2,4941.066551674573
2.0,1.0,49.8,995.0,2,5005.025125628141
2.0,2.0,59.76,1200.0,2,4980.0
2.0,1.0,54.0,1145.0,2,4716.157205240174
2.0,0.0,40.0,865.0,2,4624.277456647399
2.0,2.0,60.0,1314.0,2,4566.2100456621
2.0,1.0,62.0,1170.0,2,5299.145299145299
2.0,1.0,48.0,940.0,2,5106.382978723404
2.0,1.0,44.0,940.0,2,4680.851063829788
2.0,1.0,67.0,1300.0,2,5153.846153846154
2.0,1.0,51.0,1028.0,2,4961.089494163424
2.0,2.0,60.0,1205.0,2,4979.253112033195
2.0,1.0,67.0,1305.0,2,5134.099616858238
2.0,1.0,60.0,1175.0,2,5106.382978723404
3.0,2.0,78.29,1475.0,3,5307.796610169492
3.0,1.0,78.8,1490.0,3,5288.5906040268455
3.0,2.0,84.0,1750.0,3,4800.0
3.0,2.0,75.0,1595.0,3,4702.194357366771
2.0,1.0,80.91,1515.0,3,5340.59405940594
2.0,1.0,82.0,1555.0,3,5273.311897106109
2.0,2.0,55.0,1124.0,3,4893.238434163701
3.0,0.0,71.0,1350.0,3,5259.259259259259
3.0,2.0,72.54,1450.0,3,5002.758620689656
2.0,2.0,82.0,1550.0,3,5290.322580645161
3.0,1.0,70.0,1450.0,3,4827.586206896552
3.0,2.0,93.0,1800.0,3,5166.666666666667
3.0,2.0,85.0,1900.0,3,4473.684210526316
5.0,2.0,93.0,2400.0,5,3875.0
2.0,0.0,68.0,1230.0,2,5528.455284552845
2.0,0.0,66.0,1000.0,2,6600.0
2.0,1.0,69.0,1180.0,2,5847.457627118644
4.0,1.5843757375501535,125.0,2145.0,4,5827.505827505827
1.0,0.0,100.0,896.0,1,11160.714285714286
2.0,2.0,140.0,1550.0,2,9032.258064516129
2.0,1.0,105.0,1180.0,2,8898.305084745763
2.0,0.0,120.0,1420.0,2,8450.704225352112
3.0,1.0,180.0,1700.0,3,10588.235294117647
3.0,3.0,185.0,1870.0,3,9893.048128342247
3.0,2.0,150.0,1750.0,3,8571.42857142857
3.0,1.0,200.0,2000.0,3,10000.0
4.0,2.0,330.0,3500.0,3,9428.57142857143
3.0,2.0,265.0,2560.0,3,10351.5625
3.0,2.0,260.0,2400.0,3,10833.333333333334
3.0,1.5843757375501535,288.0,2560.0,3,11250.0
3.0,3.0,154.0,1706.0,3,9026.963657678782
3.0,3.0,220.0,2079.0,3,10582.010582010582
3.0,3.0,180.0,1870.0,3,9625.668449197861
5.0,1.5843757375501535,341.0,3436.0,4,9924.330616996507
2.0,1.0,341.0,3435.0,4,9927.21979621543
5.0,1.5843757375501535,345.0,3436.0,4,10040.745052386495
2.0,2.0,44.0,1035.0,2,4251.207729468599
2.0,1.0,75.0,1150.0,3,6521.739130434783
2.0,1.0,45.0,930.0,2,4838.709677419355
2.0,1.0,44.0,1094.0,2,4021.9378427787933
2.0,2.0,68.0,1330.0,3,5112.7819548872185
2.0,2.0,47.0,1225.0,2,3836.734693877551
2.0,2.0,48.95,1140.0,2,4293.859649122807
2.0,3.0,86.0,1820.0,3,4725.274725274725
2.0,2.0,65.0,1315.0,3,4942.9657794676805
3.0,1.0,65.0,1315.0,3,4942.9657794676805
3.0,0.0,64.0,1315.0,3,4866.920152091255
2.0,3.0,110.0,1485.0,3,7407.407407407408
2.0,1.0,300.0,2500.0,3,12000.0
1.0,0.0,38.0,600.0,1,6333.333333333333
2.0,1.0,55.0,845.0,2,6508.87573964497
2.0,3.0,68.0,1112.0,2,6115.107913669065
2.0,2.0,65.0,998.0,2,6513.026052104208
3.0,3.0,93.93,1515.0,3,6200.0
2.0,1.0,75.0,1200.0,2,6250.0
3.0,2.0,55.0,1275.0,3,4313.725490196079
2.0,1.0,48.7,1060.0,2,4594.33962264151
2.0,1.0,52.75,1150.0,2,4586.95652173913
2.0,2.0,52.8,1150.0,2,4591.304347826087
2.0,1.0,52.8,1150.0,2,4591.304347826087
2.0,1.0,48.5,1060.0,2,4575.471698113208
2.0,1.0,52.5,1150.0,2,4565.217391304348
2.0,1.0,48.66,1060.0,2,4590.566037735849
2.0,2.0,60.8,1325.0,3,4588.679245283019
2.0,1.0,59.5,1295.0,3,4594.594594594595
2.0,2.0,60.6,1320.0,3,4590.909090909091
2.0,2.0,59.5,1295.0,3,4594.594594594595
2.0,2.0,60.8,1325.0,3,4588.679245283019
2.0,2.0,95.0,2000.0,3,4750.0
2.0,2.0,63.0,1180.0,2,5338.983050847458
2.0,2.0,46.0,1010.0,2,4554.455445544554
2.0,2.0,46.0,1240.0,3,3709.6774193548385
1.0,0.0,90.0,880.0,2,10227.272727272728
2.0,1.0,32.5,850.0,2,3823.529411764706
2.0,2.0,34.5,893.0,2,3863.3818589025755
1.0,1.0,26.0,700.0,2,3714.285714285714
3.0,2.0,252.0,1800.0,3,14000.0
3.0,0.0,240.0,1350.0,3,17777.777777777777
4.0,1.0,400.0,2400.0,4,16666.666666666668
4.0,2.0,400.0,2400.0,4,16666.666666666668
4.0,1.0,375.0,3000.0,6,12500.0
6.0,1.0,400.0,2400.0,6,16666.666666666668
3.0,3.0,195.0,1350.0,3,14444.444444444445
4.0,2.0,180.0,1200.0,3,15000.0
3.0,2.0,60.0,1539.0,3,3898.635477582846
6.0,1.0,170.0,3600.0,6,4722.222222222223
8.0,1.0,130.0,3200.0,9,4062.5
2.0,1.0,90.0,1500.0,3,6000.0
2.0,1.0,90.0,1372.0,3,6559.766763848396
2.0,1.0,63.59,1395.0,2,4558.4229390681
2.0,1.0,48.0,1050.0,2,4571.428571428572
2.0,1.0,45.51,1170.0,2,3889.74358974359
2.0,1.0,62.0,1418.0,2,4372.3554301833565
2.0,1.0,47.0,1325.0,3,3547.169811320755
2.0,1.0,34.5,861.0,2,4006.968641114983
2.0,1.0,34.5,861.0,2,4006.968641114983
2.0,0.0,36.5,861.0,2,4239.256678281068
3.0,3.0,62.0,1408.0,3,4403.409090909091
3.0,2.0,60.0,1345.0,3,4460.966542750929
3.0,2.0,56.0,1318.0,3,4248.86191198786
3.0,1.5843757375501535,86.0,1905.0,4,4514.435695538058
3.0,1.0,75.0,2100.0,3,3571.4285714285716
3.0,2.0,275.0,2023.71,3,13588.903548433324
5.0,3.0,351.0,3179.0,4,11041.207927021076
2.0,1.0,75.0,1280.0,2,5859.375
2.0,1.0,65.0,1155.0,2,5627.705627705628
2.0,1.0,64.0,1155.0,2,5541.1255411255415
2.0,1.0,97.0,1530.0,3,6339.869281045751
2.0,2.0,95.0,1570.0,3,6050.955414012738
1.0,0.0,26.0,812.0,1,3201.9704433497536
1.0,1.0,26.0,812.0,1,3201.9704433497536
2.0,2.0,40.0,1100.0,2,3636.3636363636365
2.0,3.0,45.0,967.0,2,4653.567735263702
2.0,1.0,38.0,950.0,2,4000.0
2.0,1.0,48.5,1153.0,2,4206.418039895923
2.0,1.0,40.0,990.0,2,4040.40404040404
2.0,1.0,35.0,1000.0,2,3500.0
2.0,0.0,45.0,945.0,2,4761.9047619047615
2.0,2.0,50.0,1120.0,2,4464.285714285715
2.0,1.0,61.0,1280.0,2,4765.625
2.0,1.0,56.58,1205.0,2,4695.435684647303
2.0,2.0,59.0,1245.0,2,4738.955823293173
2.0,2.0,50.0,1200.0,2,4166.666666666667
2.0,2.0,65.0,1460.0,3,4452.054794520548
3.0,2.0,70.0,1500.0,3,4666.666666666667
3.0,3.0,72.0,1621.0,3,4441.702652683529
3.0,2.0,64.0,1385.0,3,4620.938628158845
2.0,3.0,62.0,1435.0,3,4320.557491289199
2.0,2.0,52.0,1230.0,3,4227.642276422765
3.0,2.0,63.0,1500.0,3,4200.0
3.0,3.0,72.0,1613.0,3,4463.732176069436
3.0,0.0,132.0,3000.0,4,4400.0
2.0,1.0,88.0,1310.0,2,6717.557251908397
5.0,3.0,370.0,2600.0,5,14230.76923076923
2.0,1.0,62.17,1326.0,2,4688.536953242836
3.0,1.0,77.89,1639.0,3,4752.2879804758995
2.0,3.0,50.0,1065.0,2,4694.835680751174
1.0,0.0,34.0,510.0,1,6666.666666666667
2.0,2.0,75.0,1280.0,2,5859.375
3.0,3.0,170.0,2100.0,3,8095.238095238095
2.0,0.0,45.0,1045.0,2,4306.2200956937795
3.0,2.0,70.0,1800.0,3,3888.8888888888887
2.0,1.0,56.8,940.0,2,6042.553191489362
2.0,0.0,75.0,1250.0,2,6000.0
3.0,2.0,115.0,1715.0,3,6705.539358600583
2.0,1.0,115.0,1751.0,3,6567.6756139348945
3.0,2.0,105.0,1530.0,3,6862.745098039216
3.0,2.0,110.0,1645.0,3,6686.930091185411
3.0,3.0,100.0,1517.0,3,6591.957811470006
3.0,2.0,120.0,1750.0,3,6857.142857142857
3.0,2.0,115.0,1751.0,3,6567.6756139348945
3.0,3.0,120.0,1715.0,3,6997.084548104956
2.0,2.0,105.0,1623.29,3,6468.345150897252
3.0,3.0,115.0,1715.0,3,6705.539358600583
3.0,3.0,105.0,1600.0,3,6562.5
3.0,3.0,112.0,1715.0,3,6530.6122448979595
4.0,3.0,230.0,3250.0,4,7076.923076923077
4.0,1.5843757375501535,230.0,3250.0,4,7076.923076923077
4.0,3.0,218.0,3150.0,4,6920.6349206349205
2.0,2.0,40.0,1107.0,2,3613.369467028004
2.0,1.0,42.0,1150.0,2,3652.1739130434785
2.0,1.0,41.0,1010.0,2,4059.4059405940593
2.0,2.0,66.0,1200.0,2,5500.0
2.0,2.0,80.0,1475.0,2,5423.728813559322
2.0,2.0,49.5,1100.0,2,4500.0
2.0,2.0,82.0,1470.0,3,5578.231292517007
3.0,2.0,104.0,1745.0,3,5959.885386819485
3.0,2.0,110.0,1745.0,3,6303.7249283667625
2.0,2.0,80.0,1435.0,3,5574.912891986062
3.0,3.0,125.0,2000.0,3,6250.0
4.0,1.0,85.0,2000.0,4,4250.0
5.0,1.0,195.0,4000.0,4,4875.0
4.0,1.5843757375501535,141.0,2570.0,5,5486.381322957199
4.0,2.0,300.0,3600.0,4,8333.333333333334
2.0,2.0,65.0,1180.0,2,5508.474576271186
2.0,3.0,50.0,1200.0,2,4166.666666666667
2.0,3.0,35.0,980.0,2,3571.4285714285716
2.0,2.0,120.0,1200.0,3,10000.0
2.0,3.0,43.0,1140.0,2,3771.9298245614036
2.0,2.0,44.0,1195.0,2,3682.0083682008367
2.0,3.0,60.0,1457.0,2,4118.050789293068
2.0,2.0,41.0,1080.0,2,3796.296296296296
2.0,2.0,43.48,1175.0,2,3700.425531914894
2.0,2.0,40.0,1063.0,2,3762.9350893697083
2.0,2.0,52.76,1235.0,2,4272.064777327935
2.0,2.0,44.5,1235.0,2,3603.2388663967613
2.0,3.0,60.0,1457.0,2,4118.050789293068
2.0,3.0,66.0,1356.0,3,4867.256637168141
3.0,3.0,75.0,1600.0,3,4687.5
3.0,2.0,62.63,1362.0,3,4598.384728340676
3.0,1.0,62.63,1362.0,3,4598.384728340676
3.0,1.0,62.63,1362.0,3,4598.384728340676
3.0,0.0,95.0,2000.0,4,4750.0
2.0,2.0,42.0,993.0,2,4229.607250755287
2.0,2.0,52.76,1235.0,2,4272.064777327935
3.0,2.0,45.0,1400.0,3,3214.285714285714
2.0,2.0,300.0,1490.0,3,20134.228187919463
3.0,0.0,500.0,2700.0,3,18518.51851851852
4.0,1.0,500.0,2040.0,5,24509.803921568626
2.0,2.0,49.0,1200.0,2,4083.3333333333335
3.0,3.0,350.0,1865.0,3,18766.756032171583
3.0,2.0,65.0,1675.0,3,3880.597014925373
2.0,2.0,60.0,1200.0,2,5000.0
2.0,1.0,49.0,1004.0,2,4880.478087649402
2.0,1.0,60.0,1089.0,2,5509.641873278237
2.0,1.0,65.0,1198.0,2,5425.709515859767
2.0,0.0,200.0,2800.0,3,7142.857142857143
3.0,2.0,125.0,1783.0,3,7010.656197420079
3.0,1.0,110.0,1700.0,3,6470.588235294118
2.0,2.0,58.0,1105.0,2,5248.868778280543
3.0,1.5843757375501535,80.0,1700.0,3,4705.882352941177
4.0,1.5843757375501535,425.0,7500.0,4,5666.666666666667
2.0,2.0,56.0,1464.0,2,3825.136612021858
2.0,2.0,56.0,1464.0,2,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
2.0,2.0,95.0,1374.0,2,6914.1193595342065
2.0,2.0,98.0,1440.0,2,6805.555555555556
2.0,1.0,75.0,1210.0,2,6198.347107438017
2.0,1.0,78.0,1265.0,2,6166.00790513834
2.0,2.0,75.0,1170.0,2,6410.25641025641
2.0,2.0,68.5,1145.0,2,5982.532751091703
2.0,3.0,90.0,1300.0,2,6923.076923076923
2.0,1.0,87.0,1335.0,3,6516.853932584269
3.0,2.0,120.0,1625.0,3,7384.615384615385
3.0,1.0,90.0,1900.0,4,4736.8421052631575
2.0,1.0,68.0,1372.0,2,4956.268221574344
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,1.0,61.0,1372.0,2,4446.064139941691
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,1.0,61.0,1372.0,2,4446.064139941691
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,2.0,60.0,1185.0,2,5063.291139240507
2.0,2.0,48.0,1145.0,2,4192.139737991266
2.0,2.0,56.0,1009.0,2,5550.049554013875
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,2.0,46.0,1145.0,2,4017.467248908297
2.0,2.0,46.0,1145.0,2,4017.467248908297
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,2.0,46.0,1145.0,2,4017.467248908297
2.0,2.0,56.0,1009.0,2,5550.049554013875
2.0,2.0,46.0,1145.0,2,4017.467248908297
2.0,2.0,44.0,1100.0,2,4000.0
2.0,2.0,60.0,1203.0,2,4987.5311720698255
2.0,2.0,46.0,1140.0,2,4035.0877192982457
2.0,1.5843757375501535,70.0,1289.0,2,5430.566330488751
2.0,2.0,60.0,1203.0,2,4987.5311720698255
2.0,2.0,46.0,1140.0,2,4035.0877192982457
3.0,2.0,56.0,1400.0,3,4000.0
2.0,1.0,65.0,1430.0,3,4545.454545454545
3.0,2.0,75.0,1475.0,3,5084.745762711865
3.0,2.0,95.0,1750.0,3,5428.571428571428
2.0,1.0,53.0,1360.0,3,3897.0588235294117
3.0,3.0,95.0,1844.0,3,5151.843817787419
3.0,1.0,89.0,1844.0,3,4826.46420824295
5.0,1.5843757375501535,245.0,4200.0,5,5833.333333333333
3.0,2.0,152.0,1872.0,3,8119.65811965812
3.0,2.0,165.0,1200.0,3,13750.0
2.0,1.0,47.5,1086.0,2,4373.848987108656
3.0,2.0,110.0,1200.0,3,9166.666666666666
3.0,1.0,165.0,1520.0,3,10855.263157894737
2.0,1.5843757375501535,53.0,1225.0,2,4326.530612244898
2.0,1.0,120.0,4750.0,4,2526.315789473684
2.0,1.0,38.0,1100.0,2,3454.5454545454545
3.0,2.0,108.0,2072.0,3,5212.355212355213
2.0,2.0,55.11,1225.0,2,4498.775510204082
2.0,2.0,54.89,1220.0,2,4499.180327868852
8.0,3.0,310.0,3300.0,8,9393.939393939394
1.0,1.0,38.0,575.0,1,6608.695652173913
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,47.0,1194.0,2,3936.348408710218
2.0,1.0,53.0,1202.0,2,4409.317803660566
2.0,2.0,46.0,1194.0,2,3852.5963149078725
2.0,1.0,46.0,1243.0,2,3700.7240547063557
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,47.0,1194.0,2,3936.348408710218
2.0,2.0,43.0,1140.0,2,3771.9298245614036
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,46.0,1194.0,2,3852.5963149078725
2.0,2.0,43.0,1140.0,2,3771.9298245614036
2.0,2.0,44.0,1092.0,2,4029.3040293040294
2.0,2.0,47.0,1194.0,2,3936.348408710218
2.0,2.0,46.0,1243.0,2,3700.7240547063557
2.0,2.0,46.0,1243.0,2,3700.7240547063557
2.0,2.0,56.0,1464.0,2,3825.136612021858
2.0,2.0,44.0,1000.0,2,4400.0
